date,commodity_group,index,inflation_yoy,inflation_mom
2022-02-01,"Hotels, cafes, restaurants",346.14,8.307519008729948,1.737060223966136
2022-03-01,"Hotels, cafes, restaurants",349.35,9.33587881822735,0.9273704281504758
2022-04-01,"Hotels, cafes, restaurants",364.95,12.98062039502199,4.46543580936023
2022-05-01,"Hotels, cafes, restaurants",370.87,13.332722161104993,1.6221400191807067
2022-06-01,"Hotels, cafes, restaurants",395.39,19.42430832427209,6.611481111979933
2022-07-01,"Hotels, cafes, restaurants",426.74,22.11761339247389,7.92888034598751
2022-08-01,"Hotels, cafes, restaurants",416.38,19.21777472370154,-2.427707737732576
2022-09-01,"Hotels, cafes, restaurants",395.56,17.02612348747079,-5.0002401652336825
2022-10-01,"Hotels, cafes, restaurants",390.26,16.641759818279645,-1.339872585701285
2022-11-01,"Hotels, cafes, restaurants",389.87,16.09147485334843,-0.09993337774816258
2022-12-01,"Hotels, cafes, restaurants",395.19,17.183608112916616,1.364557416574752
2023-01-01,"Hotels, cafes, restaurants",396.5,16.538811980131072,0.33148612060021065
2023-02-01,"Hotels, cafes, restaurants",404.1,16.744669786791476,1.9167717528373318
2023-03-01,"Hotels, cafes, restaurants",410.81,17.59267210533848,1.660480079188309
2023-04-01,"Hotels, cafes, restaurants",409.45,12.193451157692836,-0.33105328497359254
2023-05-01,"Hotels, cafes, restaurants",415.23,11.961064523957177,1.411649774087187
2023-06-01,"Hotels, cafes, restaurants",434.64,9.926907610207646,4.674517737157702
2023-07-01,"Hotels, cafes, restaurants",441.37,3.4283170080142478,1.5484078777839194
2023-08-01,"Hotels, cafes, restaurants",437.11,4.97862529420241,-0.9651766091940961
2023-09-01,"Hotels, cafes, restaurants",424.08,7.210031347962387,-2.9809430120564695
2023-10-01,"Hotels, cafes, restaurants",419.24,7.425818684979246,-1.141294095453682
2023-11-01,"Hotels, cafes, restaurants",423.5,8.62595224049041,1.0161244156091875
2023-12-01,"Hotels, cafes, restaurants",421.48,6.652496267618102,-0.47697756788664947
2024-01-01,"Hotels, cafes, restaurants",421.57,6.322824716267328,0.021353326373718673
2024-02-01,"Hotels, cafes, restaurants",423.28,4.74634991338776,0.40562658633203075
2024-03-01,"Hotels, cafes, restaurants",422.35,2.809084491614122,-0.21971271971270578
2024-04-01,"Hotels, cafes, restaurants",433.7,5.922579069483458,2.687344619391485
2024-05-01,"Hotels, cafes, restaurants",440.42,6.066517351829104,1.5494581507954797
2024-06-01,"Hotels, cafes, restaurants",448.69,3.232560279771768,1.8777530539030973
2024-07-01,"Hotels, cafes, restaurants",459.08,4.012506513809266,2.3156299449508477
2024-08-01,"Hotels, cafes, restaurants",450.4,3.040424607078296,-1.890737997734604
2024-09-01,"Hotels, cafes, restaurants",444.1,4.7208073948311835,-1.3987566607459923
2024-10-01,"Hotels, cafes, restaurants",444.78,6.09197595649269,0.15311866696687826
2024-11-01,"Hotels, cafes, restaurants",438.31,3.4970484061393137,-1.454651737937851
2024-12-01,"Hotels, cafes, restaurants",440.4,4.48894372212203,0.47683146631378737
2025-01-01,"Hotels, cafes, restaurants",440.18,4.414450743648746,-0.049954586739320295
2025-02-01,"Hotels, cafes, restaurants",442.14,4.455679455679462,0.4452723885683074
2025-03-01,"Hotels, cafes, restaurants",445.05,5.3746892387829925,0.6581625729407126
2025-04-01,"Hotels, cafes, restaurants",452.69,4.378602720774727,1.7166610493202894
2025-05-01,"Hotels, cafes, restaurants",462.01,4.902138867444705,2.0588040380834505
2025-06-01,"Hotels, cafes, restaurants",487.83,8.723171900421223,5.588623622865296
2025-07-01,"Hotels, cafes, restaurants",483.71,5.365077982051059,-0.8445565053399773
2025-08-01,"Hotels, cafes, restaurants",475.34,5.537300177619886,-1.730375638295678
2025-09-01,"Hotels, cafes, restaurants",463.71,4.415672145913074,-2.4466697521773884
2025-10-01,"Hotels, cafes, restaurants",462.15,3.9053014973694955,-0.3364171572750263
2025-11-01,"Hotels, cafes, restaurants",461.39,5.2656795418767555,-0.16444877204370156
2025-12-01,"Hotels, cafes, restaurants",463.64,5.277020890099915,0.48765686295757504
2020-01-01,Household goods,129.29,,
2020-02-01,Household goods,129.63,,0.26297470802072453
2020-03-01,Household goods,130.03,,0.30857054694128916
2020-04-01,Household goods,131.58,,1.1920326078597387
2020-05-01,Household goods,131.86,,0.21279829761362556
2020-06-01,Household goods,131.79,,-0.053086607007446496
2020-07-01,Household goods,130.95,,-0.6373776462554104
2020-08-01,Household goods,130.32,,-0.4810996563573866
2020-09-01,Household goods,130.8,,0.36832412523022384
2020-10-01,Household goods,130.25,,-0.42048929663609513
2020-11-01,Household goods,131.91,,1.274472168905949
2020-12-01,Household goods,131.01,,-0.6822833750284363
2021-01-01,Household goods,131.38,1.6165209993038943,0.28242118922219284
2021-02-01,Household goods,130.23,0.46285582041194484,-0.8753234891155426
2021-03-01,Household goods,130.14,0.08459586249325302,-0.06910850034554938
2021-04-01,Household goods,130.83,-0.5699954400364748,0.530198248040592
2021-05-01,Household goods,134.23,1.7973608372516159,2.598792325919108
2021-06-01,Household goods,134.55,2.0942408376963595,0.23839678164345735
2021-07-01,Household goods,135.56,3.5204276441390014,0.7506503158676958
2021-08-01,Household goods,137.37,5.409760589318613,1.3352021245205181
2021-09-01,Household goods,138.62,5.978593272171251,0.9099512266142584
2021-10-01,Household goods,138.34,6.211132437619971,-0.2019910546818604
2021-11-01,Household goods,139.44,5.708437571071179,0.7951424027757614
2021-12-01,Household goods,141.08,7.686436149912246,1.1761331038439682
2022-01-01,Household goods,140.58,7.002587912924363,-0.35440884604479583
2022-02-01,Household goods,143.46,10.158949550794771,2.0486555697823317
2022-03-01,Household goods,145.29,11.641309359151686,1.2756168966959303
2022-04-01,Household goods,147.38,12.650003821753408,1.438502305733369
2022-05-01,Household goods,149.28,11.212098636668411,1.2891844212240544
2022-06-01,Household goods,152.94,13.667781493868446,2.4517684887459756
2022-07-01,Household goods,154.92,14.281498967246975,1.2946253432718713
2022-08-01,Household goods,158.47,15.359976705248602,2.2915052930544855
2022-09-01,Household goods,160.12,15.510027413071704,1.0412065375149826
2022-10-01,Household goods,161.09,16.444990602862507,0.6057956532600439
2022-11-01,Household goods,164.28,17.81411359724614,1.9802594822769803
2022-12-01,Household goods,163.46,15.863339948965116,-0.49914779644508744
2023-01-01,Household goods,166.33,18.31697254232465,1.7557812308821807
2023-02-01,Household goods,167.07,16.457549142618145,0.444898695364615
2023-03-01,Household goods,168.66,16.08507123683667,0.9516968935176839
2023-04-01,Household goods,169.46,14.98168001085629,0.4743270484999451
2023-05-01,Household goods,169.62,13.62540192926045,0.09441756166645998
2023-06-01,Household goods,170.21,11.292009938538005,0.3478363400542417
2023-07-01,Household goods,169.94,9.69532662019108,-0.15862757769814495
2023-08-01,Household goods,170.66,7.692307692307687,0.42367894551018637
2023-09-01,Household goods,171.4,7.044716462653011,0.43361068791749613
2023-10-01,Household goods,169.57,5.264138059469858,-1.0676779463243968
2023-11-01,Household goods,172.09,4.754078402727058,1.486111930176337
2023-12-01,Household goods,171.87,5.144989599902106,-0.12784008367714428
2024-01-01,Household goods,172.43,3.6674081644922696,0.32582766044102485
2024-02-01,Household goods,172.22,3.082540252588739,-0.12178855187612303
2024-03-01,Household goods,171.81,1.8676627534685242,-0.23806758796887095
2024-04-01,Household goods,173.73,2.519768676973899,1.117513532390424
2024-05-01,Household goods,173.99,2.5763471288763107,0.14965751453406284
2024-06-01,Household goods,173.92,2.1796604194818103,-0.04023219725273197
2024-07-01,Household goods,174.89,2.9127927503824758,0.5577276908923734
2024-08-01,Household goods,176.04,3.152466893238004,0.6575561781691386
2024-09-01,Household goods,175.85,2.5962660443407115,-0.10793001590547746
2024-10-01,Household goods,175.98,3.780149790646936,0.07392664202445776
2024-11-01,Household goods,175.81,2.1616595967226537,-0.09660188657801827
2024-12-01,Household goods,175.48,2.10042473962877,-0.1877026335248333
2025-01-01,Household goods,175.61,1.84422664269559,0.07408251652611941
2025-02-01,Household goods,175.63,1.9800255487167462,0.011388873070994343
2025-03-01,Household goods,176.68,2.834526511844482,0.5978477481068278
2025-04-01,Household goods,176.92,1.8361825821677336,0.1358388046185155
2025-05-01,Household goods,176.72,1.569055692855903,-0.11304544426858909
2025-06-01,Household goods,179.26,3.0703771849126094,1.437301946582159
2025-07-01,Household goods,179.71,2.75601806850021,0.2510320205288519
2025-08-01,Household goods,181.17,2.914110429447847,0.812420010016135
2025-09-01,Household goods,180.32,2.541939152686945,-0.4691726003201335
2025-10-01,Household goods,179.4,1.943402659393123,-0.5102040816326481
2025-11-01,Household goods,179.09,1.865650418064968,-0.17279821627648184
2025-12-01,Household goods,180.15,2.6612719398222184,0.5918811770618149
2020-01-01,Housing,335.18,,
2020-02-01,Housing,333.81,,-0.4087356047496882
2020-03-01,Housing,330.47,,-1.0005691860639265
2020-04-01,Housing,325.45,,-1.5190486277120607
2020-05-01,Housing,321.26,,-1.287448148717163
2020-06-01,Housing,331.07,,3.0536014443130144
2020-07-01,Housing,324.99,,-1.8364696287794025
2020-08-01,Housing,333.29,,2.5539247361457296
2020-09-01,Housing,333.01,,-0.08401092141979705
2020-10-01,Housing,333.28,,0.08107864628690287
2020-11-01,Housing,334.84,,0.4680748919827282
2020-12-01,Housing,338.57,,1.1139648787480638
2021-01-01,Housing,343.79,2.5687690196312563,1.541778657293924
2021-02-01,Housing,346.17,3.702705131661732,0.6922830797870816
2021-03-01,Housing,336.76,1.9033497745634786,-2.718317589623598
2021-04-01,Housing,337.32,3.6472576432631687,0.16629053331749244
2021-05-01,Housing,341.91,6.427815476561061,1.360725720384215
2021-06-01,Housing,358.15,8.179539070287255,4.749787955894802
2021-07-01,Housing,370.51,14.006584817994394,3.451067988273082
2021-08-01,Housing,373.85,12.169582045665939,0.9014601495236363
2021-09-01,Housing,400.24,20.188582925437682,7.058980874682352
2021-10-01,Housing,385.53,15.677508401344209,-3.6752948231061455
2021-11-01,Housing,405.27,21.033926651535072,5.120224107073379
2021-12-01,Housing,484.44,43.0841480343799,19.535124731660368
2022-01-01,Housing,452.08,31.498880130312102,-6.679877797044009
2022-02-01,Housing,439.13,26.85385793107431,-2.864537250044241
2022-03-01,Housing,456.1,35.437700439482136,3.86445927174186
2022-04-01,Housing,538.55,59.65551998102691,18.07717605788204
2022-05-01,Housing,557.34,63.00780907256296,3.488998236004104
2022-06-01,Housing,587.38,64.00390897668575,5.389887680769356
2022-07-01,Housing,623.25,68.21408329059946,6.1067792570397295
2022-08-01,Housing,683.04,82.70429316570815,9.593261131167253
2022-09-01,Housing,659.76,64.84109534279432,-3.408292340126484
2022-10-01,Housing,585.75,51.93370165745856,-11.217715532921058
2022-11-01,Housing,592.23,46.13220815752464,1.1062740076824618
2022-12-01,Housing,589.07,21.598133927834205,-0.5335764821099875
2023-01-01,Housing,594.75,31.558573703769245,0.9642317551394441
2023-02-01,Housing,581.33,32.38221027941612,-2.256410256410246
2023-03-01,Housing,581.58,27.511510633632973,0.04300483374330977
2023-04-01,Housing,627.92,16.594559465230716,7.967949379277117
2023-05-01,Housing,626.18,12.351526895611276,-0.277105363740604
2023-06-01,Housing,628.28,6.96312438285267,0.33536682742980606
2023-07-01,Housing,614.56,-1.3943040513437754,-2.183739733876622
2023-08-01,Housing,618.29,-9.479679081752169,0.6069382973184156
2023-09-01,Housing,613.99,-6.937371165272221,-0.6954665286516004
2023-10-01,Housing,618.2,5.539906103286385,0.6856789198521174
2023-11-01,Housing,614.46,3.7536092396535103,-0.6049822064056909
2023-12-01,Housing,620.02,5.2540445108391065,0.9048595514760782
2024-01-01,Housing,632.81,6.3993274485077745,2.062836682687652
2024-02-01,Housing,606.13,4.266079507336618,-4.216115421690548
2024-03-01,Housing,603.55,3.77764022146565,-0.42565126293040434
2024-04-01,Housing,594.57,-5.311186138361556,-1.4878634744428632
2024-05-01,Housing,599.09,-4.326232073844571,0.7602132633667935
2024-06-01,Housing,607.15,-3.3631501878143455,1.3453738169556972
2024-07-01,Housing,620.65,0.9909528768550002,2.223503252902903
2024-08-01,Housing,624.14,0.946157951770199,0.5623137033754944
2024-09-01,Housing,614.74,0.12215182657697721,-1.5060723555612499
2024-10-01,Housing,620.43,0.36072468456809226,0.9255945603019011
2024-11-01,Housing,616.99,0.4117436448263456,-0.5544541688828675
2024-12-01,Housing,618.59,-0.23063772136382443,0.25932348984587517
2025-01-01,Housing,625.74,-1.1172389816848538,1.1558544431691464
2025-02-01,Housing,654.86,8.039529473875252,4.653690031003288
2025-03-01,Housing,626.8,3.852207770690086,-4.284885318999487
2025-04-01,Housing,612.87,3.0778545839850624,-2.222399489470317
2025-05-01,Housing,611.43,2.0597906825351675,-0.23496010573205162
2025-06-01,Housing,603.25,-0.6423453841719495,-1.337847341478171
2025-07-01,Housing,609.46,-1.8029485217111008,1.0294239535847627
2025-08-01,Housing,633.67,1.5269010157977325,3.9723689823778274
2025-09-01,Housing,630.17,2.5100042294303293,-0.5523379677119022
2025-10-01,Housing,635.82,2.4805376916009925,0.8965834616056156
2025-11-01,Housing,637.52,3.3274445290847554,0.26737126859801563
2025-12-01,Housing,623.11,0.7306939976397864,-2.260321244823682
2020-01-01,Miscellaneous goods and services,243.99,,
2020-02-01,Miscellaneous goods and services,243.4,,-0.24181318906513205
2020-03-01,Miscellaneous goods and services,243.42,,0.008216926869342167
2020-04-01,Miscellaneous goods and services,245.19,,0.7271382795168924
2020-05-01,Miscellaneous goods and services,241.8,,-1.382601248011739
2020-06-01,Miscellaneous goods and services,244.48,,1.108354011579804
2020-07-01,Miscellaneous goods and services,244.46,,-0.008180628272247414
2020-08-01,Miscellaneous goods and services,244.8,,0.13908205841446364
2020-09-01,Miscellaneous goods and services,245.47,,0.27369281045750427
2020-10-01,Miscellaneous goods and services,242.5,,-1.2099238196113582
2020-11-01,Miscellaneous goods and services,243.09,,0.24329896907215876
2020-12-01,Miscellaneous goods and services,244.33,,0.5100991402361199
2021-01-01,Miscellaneous goods and services,246.39,0.9836468707733914,0.8431220071215106
2021-02-01,Miscellaneous goods and services,247.06,1.5036976170912153,0.27192662039856597
2021-03-01,Miscellaneous goods and services,247.42,1.6432503491907058,0.1457135918400354
2021-04-01,Miscellaneous goods and services,248.24,1.2439332762347544,0.33142025705279465
2021-05-01,Miscellaneous goods and services,247.35,2.29528535980148,-0.3585240090235309
2021-06-01,Miscellaneous goods and services,249.86,2.200589005235609,1.0147564180311486
2021-07-01,Miscellaneous goods and services,249.17,1.9266955739180247,-0.2761546466021114
2021-08-01,Miscellaneous goods and services,252.37,3.0923202614379086,1.2842637556688352
2021-09-01,Miscellaneous goods and services,253.95,3.454597303132756,0.626064904703405
2021-10-01,Miscellaneous goods and services,252.84,4.263917525773198,-0.43709391612521964
2021-11-01,Miscellaneous goods and services,253.83,4.418116746883882,0.3915519696250591
2021-12-01,Miscellaneous goods and services,255.47,4.559407358899836,0.6461017216247145
2022-01-01,Miscellaneous goods and services,258.16,4.776979585210461,1.052961208752512
2022-02-01,Miscellaneous goods and services,261.31,5.767829677001535,1.2201735357917576
2022-03-01,Miscellaneous goods and services,264.08,6.733489612804133,1.060043626344176
2022-04-01,Miscellaneous goods and services,267.29,7.674025136964224,1.2155407452287381
2022-05-01,Miscellaneous goods and services,268.67,8.619365271881962,0.5162931647274549
2022-06-01,Miscellaneous goods and services,271.31,8.584807492195633,0.9826180816615127
2022-07-01,Miscellaneous goods and services,275.34,10.502869526829063,1.4853857211307941
2022-08-01,Miscellaneous goods and services,283.9,12.493561041328194,3.1088835621413624
2022-09-01,Miscellaneous goods and services,287.49,13.207324276432386,1.2645297640014208
2022-10-01,Miscellaneous goods and services,288.6,14.143331751305176,0.38610038610038533
2022-11-01,Miscellaneous goods and services,292.8,15.352795177874956,1.455301455301461
2022-12-01,Miscellaneous goods and services,295.2,15.551728187262693,0.8196721311475308
2023-01-01,Miscellaneous goods and services,300.03,16.218624109079617,1.6361788617886175
2023-02-01,Miscellaneous goods and services,303.15,16.01163369178369,1.0398960103989552
2023-03-01,Miscellaneous goods and services,304.56,15.328688276279934,0.46511627906977715
2023-04-01,Miscellaneous goods and services,309.95,15.96019304874854,1.7697662201208164
2023-05-01,Miscellaneous goods and services,312.89,16.45885286783042,0.9485400871108274
2023-06-01,Miscellaneous goods and services,312.98,15.358814640079622,0.028764102400224978
2023-07-01,Miscellaneous goods and services,302.85,9.9912835040314,-3.2366285385647675
2023-08-01,Miscellaneous goods and services,306.9,8.101444170482575,1.3372956909361022
2023-09-01,Miscellaneous goods and services,306.56,6.6332742008417656,-0.11078527207558642
2023-10-01,Miscellaneous goods and services,306.3,6.133056133056125,-0.0848121085594955
2023-11-01,Miscellaneous goods and services,310.31,5.980191256830603,1.3091740124061335
2023-12-01,Miscellaneous goods and services,310.3,5.115176151761536,-0.0032225838677457652
2024-01-01,Miscellaneous goods and services,316.03,5.332800053327991,1.8466000644537406
2024-02-01,Miscellaneous goods and services,320.44,5.7034471383803576,1.3954371420434875
2024-03-01,Miscellaneous goods and services,319.54,4.918571053322829,-0.2808638122581364
2024-04-01,Miscellaneous goods and services,326.42,5.313760283916769,2.15309507416912
2024-05-01,Miscellaneous goods and services,326.99,4.506376042698723,0.17462165308497202
2024-06-01,Miscellaneous goods and services,327.03,4.489104735126825,0.012232789993560367
2024-07-01,Miscellaneous goods and services,329.71,8.86907710087501,0.8194966822615779
2024-08-01,Miscellaneous goods and services,331.48,8.009123492994474,0.5368354008067788
2024-09-01,Miscellaneous goods and services,331.95,8.282228601252605,0.1417883431881206
2024-10-01,Miscellaneous goods and services,333.04,8.730003264773112,0.3283627052266924
2024-11-01,Miscellaneous goods and services,332.32,7.092907092907086,-0.21619024741773574
2024-12-01,Miscellaneous goods and services,330.55,6.525942636158555,-0.532619162253245
2025-01-01,Miscellaneous goods and services,337.01,6.638610258519773,1.9543185599757873
2025-02-01,Miscellaneous goods and services,341.3,6.509799026338792,1.2729592593691663
2025-03-01,Miscellaneous goods and services,339.45,6.230831820742311,-0.5420451215939148
2025-04-01,Miscellaneous goods and services,345.28,5.777832240671521,1.7174841655619444
2025-05-01,Miscellaneous goods and services,346.25,5.890088381907699,0.28093141797962407
2025-06-01,Miscellaneous goods and services,344.11,5.2227624376968595,-0.6180505415162463
2025-07-01,Miscellaneous goods and services,345.23,4.707166904249194,0.325477318299372
2025-08-01,Miscellaneous goods and services,345.48,4.223482563050562,0.07241549112186885
2025-09-01,Miscellaneous goods and services,348.61,5.018828136767595,0.9059858747250127
2025-10-01,Miscellaneous goods and services,347.45,4.326807590679782,-0.33275006454204226
2025-11-01,Miscellaneous goods and services,347.74,4.640105922002902,0.08346524679809786
2025-12-01,Miscellaneous goods and services,346.99,4.973528966873397,-0.21567838039915355
2020-01-01,"Recreation, entertainment",155.43,,
2020-02-01,"Recreation, entertainment",155.24,,-0.12224152351540951
2020-03-01,"Recreation, entertainment",155.09,,-0.09662458129348073
2020-04-01,"Recreation, entertainment",154.0,,-0.7028177187439533
2020-05-01,"Recreation, entertainment",155.2,,0.7792207792207684
2020-06-01,"Recreation, entertainment",155.76,,0.36082474226803996
2020-07-01,"Recreation, entertainment",156.39,,0.4044684129429932
2020-08-01,"Recreation, entertainment",156.92,,0.3388963488714092
2020-09-01,"Recreation, entertainment",157.17,,0.15931684934997747
2020-10-01,"Recreation, entertainment",156.37,,-0.5090029903925597
2020-11-01,"Recreation, entertainment",158.04,,1.0679797915201128
2020-12-01,"Recreation, entertainment",157.06,,-0.6200961781827274
2021-01-01,"Recreation, entertainment",157.47,1.3124879366917641,0.26104673373232856
2021-02-01,"Recreation, entertainment",159.81,2.9438289100747195,1.4859973328253062
2021-03-01,"Recreation, entertainment",157.7,1.6828938035978958,-1.3203178774795155
2021-04-01,"Recreation, entertainment",158.5,2.922077922077926,0.5072923272035679
2021-05-01,"Recreation, entertainment",160.28,3.2731958762886704,1.1230283911672023
2021-06-01,"Recreation, entertainment",163.72,5.110426296866977,2.146244072872472
2021-07-01,"Recreation, entertainment",163.03,4.245795766992777,-0.42145125824578633
2021-08-01,"Recreation, entertainment",164.58,4.8814682640836216,0.950745261608299
2021-09-01,"Recreation, entertainment",165.15,5.077304829165885,0.34633612832664085
2021-10-01,"Recreation, entertainment",165.48,5.825925689070788,0.19981834695730338
2021-11-01,"Recreation, entertainment",166.97,5.650468235889661,0.9004109257916504
2021-12-01,"Recreation, entertainment",167.08,6.379727492677967,0.06588009822123819
2022-01-01,"Recreation, entertainment",166.4,5.670921445354682,-0.4069906631553821
2022-02-01,"Recreation, entertainment",169.21,5.881984857017719,1.6887019230769296
2022-03-01,"Recreation, entertainment",170.34,8.015218769816123,0.6678092311328987
2022-04-01,"Recreation, entertainment",173.91,9.722397476340694,2.095808383233533
2022-05-01,"Recreation, entertainment",173.98,8.547541801846759,0.040250704387312375
2022-06-01,"Recreation, entertainment",180.02,9.956022477400438,3.471663409587311
2022-07-01,"Recreation, entertainment",182.39,11.875115009507443,1.3165203866236874
2022-08-01,"Recreation, entertainment",184.2,11.921254101348877,0.9923789681451911
2022-09-01,"Recreation, entertainment",185.84,12.528004844081142,0.8903365906623328
2022-10-01,"Recreation, entertainment",188.37,13.83248730964468,1.3613861386138515
2022-11-01,"Recreation, entertainment",188.35,12.80469545427323,-0.010617401921753089
2022-12-01,"Recreation, entertainment",191.09,14.370361503471374,1.4547385187151596
2023-01-01,"Recreation, entertainment",190.14,14.266826923076902,-0.4971479407609114
2023-02-01,"Recreation, entertainment",193.56,14.390402458483532,1.7986746607762782
2023-03-01,"Recreation, entertainment",195.31,14.65891745919925,0.9041124199214767
2023-04-01,"Recreation, entertainment",198.02,13.863492611120698,1.3875377604833483
2023-05-01,"Recreation, entertainment",196.57,12.984251063340624,-0.7322492677507397
2023-06-01,"Recreation, entertainment",200.86,11.57649150094433,2.1824286513710156
2023-07-01,"Recreation, entertainment",202.58,11.069685838039378,0.8563178333167443
2023-08-01,"Recreation, entertainment",202.98,10.19543973941368,0.19745285813010938
2023-09-01,"Recreation, entertainment",203.76,9.642703400774844,0.38427431274017376
2023-10-01,"Recreation, entertainment",199.83,6.083771301162599,-1.928739693757353
2023-11-01,"Recreation, entertainment",202.0,7.247146270241567,1.0859230345793947
2023-12-01,"Recreation, entertainment",204.23,6.876340991155994,1.1039603960395938
2024-01-01,"Recreation, entertainment",199.68,5.017355632691722,-2.2278803309993545
2024-02-01,"Recreation, entertainment",204.67,5.739822277330009,2.498998397435881
2024-03-01,"Recreation, entertainment",203.96,4.4288566893656345,-0.34689988762397483
2024-04-01,"Recreation, entertainment",206.26,4.161195838804144,1.1276720925671668
2024-05-01,"Recreation, entertainment",206.52,5.061810042224146,0.12605449432756544
2024-06-01,"Recreation, entertainment",212.04,5.566065916558793,2.672864613596748
2024-07-01,"Recreation, entertainment",211.57,4.437752986474464,-0.22165629126580377
2024-08-01,"Recreation, entertainment",214.62,5.734555128584096,1.441603251878809
2024-09-01,"Recreation, entertainment",213.95,5.000981546917949,-0.3121796663871135
2024-10-01,"Recreation, entertainment",212.46,6.320372316469003,-0.6964243982238716
2024-11-01,"Recreation, entertainment",209.74,3.831683168316835,-1.2802409865386388
2024-12-01,"Recreation, entertainment",213.1,4.343142535376776,1.601983408028973
2025-01-01,"Recreation, entertainment",205.14,2.734375,-3.7353355232285335
2025-02-01,"Recreation, entertainment",211.87,3.5178580153417682,3.2806863605342684
2025-03-01,"Recreation, entertainment",212.18,4.030202000392236,0.14631613725397674
2025-04-01,"Recreation, entertainment",215.75,4.6009890429554945,1.6825336978037564
2025-05-01,"Recreation, entertainment",216.65,4.905093937633165,0.4171494785631502
2025-06-01,"Recreation, entertainment",227.78,7.4231277117525085,5.1373182552504115
2025-07-01,"Recreation, entertainment",230.55,8.971026137921267,1.2160856967249112
2025-08-01,"Recreation, entertainment",232.24,8.209859286180233,0.7330297115593076
2025-09-01,"Recreation, entertainment",227.56,6.361299369011464,-2.015156734412682
2025-10-01,"Recreation, entertainment",224.31,5.5775204744422435,-1.4281947618210555
2025-11-01,"Recreation, entertainment",209.52,-0.10489177076380418,-6.593553564263743
2025-12-01,"Recreation, entertainment",216.67,1.675269826372583,3.4125620465826456
2020-01-01,Total,213.4,,
2020-02-01,Total,214.45,,0.49203373945641005
2020-03-01,Total,212.94,,-0.7041268360923225
2020-04-01,Total,212.09,,-0.3991734760965482
2020-05-01,Total,210.67,,-0.6695270875571757
2020-06-01,Total,212.57,,0.9018844638534196
2020-07-01,Total,212.57,,0.0
2020-08-01,Total,213.94,,0.6444935785858696
2020-09-01,Total,213.32,,-0.2898008787510564
2020-10-01,Total,212.24,,-0.5062816426026573
2020-11-01,Total,212.49,,0.11779117979646703
2020-12-01,Total,212.5,,0.004706103816642937
2021-01-01,Total,213.88,0.22492970946579316,0.6494117647058761
2021-02-01,Total,215.71,0.5875495453485646,0.85561997381709
2021-03-01,Total,215.25,1.0848126232741562,-0.21324926985304415
2021-04-01,Total,216.13,1.9048517138950505,0.40882694541231057
2021-05-01,Total,218.16,3.5553234917168997,0.9392495257483979
2021-06-01,Total,220.71,3.8293268099920175,1.1688668866886687
2021-07-01,Total,223.12,4.963070988380314,1.0919305876489593
2021-08-01,Total,224.73,5.043470131812655,0.7215847974184175
2021-09-01,Total,227.48,6.637914869679351,1.2236906510034284
2021-10-01,Total,227.13,7.015642668676958,-0.15385967997186834
2021-11-01,Total,231.26,8.833356863852405,1.8183419187249639
2021-12-01,Total,238.35,12.164705882352944,3.0658133702326396
2022-01-01,Total,238.13,11.338133532822138,-0.09230123767568488
2022-02-01,Total,241.59,11.99758935607993,1.4529878637718818
2022-03-01,Total,248.03,15.228803716608596,2.6656732480649037
2022-04-01,Total,256.86,18.845139499375385,3.5600532193686307
2022-05-01,Total,261.8,20.00366703337002,1.9232266604375825
2022-06-01,Total,268.94,21.852204249920714,2.7272727272727115
2022-07-01,Total,274.1,22.848691287199728,1.9186435636201482
2022-08-01,Total,280.42,24.780848128865763,2.305727836556004
2022-09-01,Total,281.34,23.67680675224195,0.32807930960701004
2022-10-01,Total,278.21,22.489323295029262,-1.1125328783678112
2022-11-01,Total,280.61,21.33961774625963,0.8626577046116468
2022-12-01,Total,280.28,17.591776798825244,-0.11760094080753847
2023-01-01,Total,282.4,18.590685759879054,0.7563864706721768
2023-02-01,Total,284.0,17.554534541992627,0.56657223796035
2023-03-01,Total,285.88,15.260250776115791,0.661971830985908
2023-04-01,Total,291.51,13.489838822704957,1.9693577724919642
2023-05-01,Total,291.44,11.321619556913664,-0.02401289835682885
2023-06-01,Total,293.57,9.158176544954255,0.7308536920120678
2023-07-01,Total,291.72,6.428310835461515,-0.630173382838839
2023-08-01,Total,293.31,4.596676413950496,0.5450431921020016
2023-09-01,Total,293.17,4.204876661690493,-0.04773106951688755
2023-10-01,Total,291.86,4.9063656949786205,-0.4468397175700134
2023-11-01,Total,291.86,4.009122982074764,0.0
2023-12-01,Total,291.59,4.035250463821893,-0.09251010758584144
2024-01-01,Total,295.79,4.741501416430616,1.4403786138070807
2024-02-01,Total,295.81,4.158450704225358,0.006761553805056941
2024-03-01,Total,296.96,3.875752063802995,0.3887630573679024
2024-04-01,Total,299.62,2.782065795341504,0.8957435344827624
2024-05-01,Total,299.88,2.8959648641229796,0.08677658367264307
2024-06-01,Total,300.97,2.5206935313554,0.36347872482327404
2024-07-01,Total,301.74,3.434800493624013,0.25583945243712325
2024-08-01,Total,302.8,3.235484640823705,0.3512958175913017
2024-09-01,Total,302.0,3.011904355834494,-0.26420079260238705
2024-10-01,Total,303.82,4.09785513602412,0.6026490066225243
2024-11-01,Total,302.56,3.6661413006235932,-0.4147192416562362
2024-12-01,Total,303.01,3.9164580403991955,0.1487308302485335
2025-01-01,Total,307.2,3.857466445789237,1.3827926471073448
