date,commodity_group,index,inflation_yoy,inflation_mom
2024-04-01,Alcohol and tobacco,401.17,7.035752401280693,-0.7815398313258948
2024-05-01,Alcohol and tobacco,402.54,7.369768744498684,0.34150110925543764
2024-06-01,Alcohol and tobacco,395.54,5.2219946263733386,-1.7389576191185974
2024-07-01,Alcohol and tobacco,401.94,6.139586469143632,1.6180411589219679
2024-08-01,Alcohol and tobacco,400.98,6.017661678388242,-0.2388416181519526
2024-09-01,Alcohol and tobacco,400.58,6.294114525287897,-0.09975559878299123
2024-10-01,Alcohol and tobacco,398.95,5.7829983560481635,-0.4069099805282361
2024-11-01,Alcohol and tobacco,402.12,6.773585406654092,0.7945857876926921
2024-12-01,Alcohol and tobacco,397.58,7.049003769520734,-1.1290162140654592
2025-01-01,Alcohol and tobacco,409.18,4.754102557538209,2.9176517933497736
2025-02-01,Alcohol and tobacco,410.58,2.30483641890713,0.3421477100542525
2025-03-01,Alcohol and tobacco,413.76,2.3322533574060778,0.7745141020020441
2025-04-01,Alcohol and tobacco,414.84,3.4075329660742115,0.2610208816705262
2025-05-01,Alcohol and tobacco,415.45,3.207134694688718,0.14704464371806392
2025-06-01,Alcohol and tobacco,407.14,2.9326996005460737,-2.0002407028523295
2025-07-01,Alcohol and tobacco,421.74,4.92610837438423,3.5859900771233466
2025-08-01,Alcohol and tobacco,425.91,6.217267694149342,0.9887608479157706
2025-09-01,Alcohol and tobacco,422.36,5.437116181536772,-0.8335094268742238
2025-10-01,Alcohol and tobacco,423.88,6.248903371349801,0.35988256463679313
2025-11-01,Alcohol and tobacco,425.32,5.769422063065743,0.3397187883363184
2025-12-01,Alcohol and tobacco,418.58,5.281955832788365,-1.584689175209253
2020-01-01,Clothing and footwear,186.67,,
2020-02-01,Clothing and footwear,193.97,,3.910644452777645
2020-03-01,Clothing and footwear,196.79,,1.4538330669691124
2020-04-01,Clothing and footwear,196.7,,-0.045734031200772574
2020-05-01,Clothing and footwear,194.69,,-1.021860701575994
2020-06-01,Clothing and footwear,191.02,,-1.8850480250654833
2020-07-01,Clothing and footwear,189.99,,-0.5392105538687075
2020-08-01,Clothing and footwear,194.02,,2.121164271803777
2020-09-01,Clothing and footwear,205.38,,5.855066487990923
2020-10-01,Clothing and footwear,205.21,,-0.08277339565682107
2020-11-01,Clothing and footwear,203.15,,-1.003849714926175
2020-12-01,Clothing and footwear,199.13,,-1.9788333743539277
2021-01-01,Clothing and footwear,188.76,1.1196228638774341,-5.207653291819414
2021-02-01,Clothing and footwear,190.3,-1.892045161622924,0.8158508158508271
2021-03-01,Clothing and footwear,191.38,-2.749123431068645,0.5675249605885391
2021-04-01,Clothing and footwear,189.98,-3.416370106761568,-0.7315288953913757
2021-05-01,Clothing and footwear,198.02,1.710411423288316,4.232024423623559
2021-06-01,Clothing and footwear,199.45,4.413150455449677,0.7221492778507033
2021-07-01,Clothing and footwear,190.14,0.0789515237644034,-4.667836550513915
2021-08-01,Clothing and footwear,191.85,-1.1184413977940455,0.8993373303881391
2021-09-01,Clothing and footwear,201.71,-1.7869315415327658,5.139431847797771
2021-10-01,Clothing and footwear,206.37,0.5652745967545503,2.310247384859454
2021-11-01,Clothing and footwear,210.06,3.4014275166133423,1.7880505887483578
2021-12-01,Clothing and footwear,207.62,4.2635464269572765,-1.1615728839379225
2022-01-01,Clothing and footwear,195.16,3.39054884509431,-6.00134861766689
2022-02-01,Clothing and footwear,195.69,2.832369942196533,0.27157204345151786
2022-03-01,Clothing and footwear,201.66,5.371512174730908,3.0507435229188973
2022-04-01,Clothing and footwear,205.43,8.13243499315719,1.869483288703755
2022-05-01,Clothing and footwear,209.67,5.88324411675587,2.0639633938567714
2022-06-01,Clothing and footwear,206.11,3.3391827525695694,-1.6979062336051731
2022-07-01,Clothing and footwear,199.57,4.959503523719366,-3.173062927562964
2022-08-01,Clothing and footwear,208.56,8.709929632525416,4.504685072906756
2022-09-01,Clothing and footwear,220.86,9.49382777254475,5.897583429229014
2022-10-01,Clothing and footwear,226.44,9.725250763192328,2.526487367563157
2022-11-01,Clothing and footwear,227.16,8.140531276778052,0.31796502384737746
2022-12-01,Clothing and footwear,225.66,8.688950968114817,-0.6603275224511318
2023-01-01,Clothing and footwear,216.9,11.139577782332456,-3.8819462908800784
2023-02-01,Clothing and footwear,219.77,12.305176554754983,1.323190410327335
